Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Central African Republic,CAF,"Mar 29, 2020",1.2422967250573733
Central African Republic,CAF,"Mar 30, 2020",1.2422967250573733
Central African Republic,CAF,"Mar 31, 2020",1.2422967250573733
Central African Republic,CAF,"Apr 1, 2020",1.2422967250573733
Central African Republic,CAF,"Apr 2, 2020",1.6563956334098313
Central African Republic,CAF,"Apr 3, 2020",1.6563956334098313
Central African Republic,CAF,"Apr 4, 2020",1.6563956334098313
Central African Republic,CAF,"Apr 5, 2020",1.8634450875860602
Central African Republic,CAF,"Apr 6, 2020",1.8634450875860602
Central African Republic,CAF,"Apr 7, 2020",1.8634450875860602
Central African Republic,CAF,"Apr 8, 2020",1.8634450875860602
Central African Republic,CAF,"Apr 9, 2020",2.070494541762289
Central African Republic,CAF,"Apr 10, 2020",2.277543995938518
Central African Republic,CAF,"Apr 11, 2020",2.277543995938518
Central African Republic,CAF,"Apr 12, 2020",2.277543995938518
Central African Republic,CAF,"Apr 13, 2020",2.277543995938518
Central African Republic,CAF,"Apr 14, 2020",2.277543995938518
Central African Republic,CAF,"Apr 15, 2020",2.277543995938518
Central African Republic,CAF,"Apr 16, 2020",2.277543995938518
Central African Republic,CAF,"Apr 17, 2020",2.4845934501147466
Central African Republic,CAF,"Apr 18, 2020",2.4845934501147466
Central African Republic,CAF,"Apr 19, 2020",2.4845934501147466
Central African Republic,CAF,"Apr 20, 2020",2.4845934501147466
Central African Republic,CAF,"Apr 21, 2020",2.4845934501147466
Central African Republic,CAF,"Apr 22, 2020",2.898692358467205
Central African Republic,CAF,"Apr 23, 2020",3.3127912668196626
Central African Republic,CAF,"Apr 24, 2020",3.5198407209958913
Central African Republic,CAF,"Apr 25, 2020",3.933939629348349
Central African Republic,CAF,"Apr 26, 2020",3.933939629348349
Central African Republic,CAF,"Apr 27, 2020",3.933939629348349
Central African Republic,CAF,"Apr 28, 2020",10.352472708811446
Central African Republic,CAF,"Apr 29, 2020",10.352472708811446
Central African Republic,CAF,"Apr 30, 2020",10.352472708811446
Chad,TCD,"Mar 20, 2020",0.060879616706803585
Chad,TCD,"Mar 21, 2020",0.060879616706803585
Chad,TCD,"Mar 22, 2020",0.12175923341360717
Chad,TCD,"Mar 23, 2020",0.12175923341360717
Chad,TCD,"Mar 24, 2020",0.12175923341360717
Chad,TCD,"Mar 25, 2020",0.18263885012041076
Chad,TCD,"Mar 26, 2020",0.18263885012041076
Chad,TCD,"Mar 27, 2020",0.3043980835340179
Chad,TCD,"Mar 28, 2020",0.3043980835340179
Chad,TCD,"Mar 29, 2020",0.3043980835340179
Chad,TCD,"Mar 30, 2020",0.3043980835340179
Chad,TCD,"Mar 31, 2020",0.4261573169476251
Chad,TCD,"Apr 1, 2020",0.4261573169476251
Chad,TCD,"Apr 2, 2020",0.4261573169476251
Chad,TCD,"Apr 3, 2020",0.4261573169476251
Chad,TCD,"Apr 4, 2020",0.4261573169476251
Chad,TCD,"Apr 5, 2020",0.4870369336544287
Chad,TCD,"Apr 6, 2020",0.5479165503612323
Chad,TCD,"Apr 7, 2020",0.5479165503612323
Chad,TCD,"Apr 8, 2020",0.5479165503612323
Chad,TCD,"Apr 9, 2020",0.6087961670680359
Chad,TCD,"Apr 10, 2020",0.6696757837748395
Chad,TCD,"Apr 11, 2020",0.6696757837748395
Chad,TCD,"Apr 12, 2020",0.6696757837748395
Chad,TCD,"Apr 13, 2020",0.9131942506020538
Chad,TCD,"Apr 14, 2020",1.4002311842564825
Chad,TCD,"Apr 15, 2020",1.4002311842564825
Chad,TCD,"Apr 16, 2020",1.6437496510836969
Chad,TCD,"Apr 17, 2020",1.6437496510836969
Chad,TCD,"Apr 18, 2020",2.0090273513245185
Chad,TCD,"Apr 19, 2020",2.0090273513245185
Chad,TCD,"Apr 20, 2020",2.0090273513245185
Chad,TCD,"Apr 21, 2020",2.0090273513245185
Chad,TCD,"Apr 22, 2020",2.069906968031322
Chad,TCD,"Apr 23, 2020",2.069906968031322
Chad,TCD,"Apr 24, 2020",2.4351846682721434
Chad,TCD,"Apr 25, 2020",2.4351846682721434
Chad,TCD,"Apr 26, 2020",2.4351846682721434
Chad,TCD,"Apr 27, 2020",2.800462368512965
Chad,TCD,"Apr 28, 2020",2.800462368512965
Chad,TCD,"Apr 29, 2020",3.1657400687537867
Chad,TCD,"Apr 30, 2020",3.1657400687537867
Chile,CHL,"Mar 4, 2020",0.05231162726877489
Chile,CHL,"Mar 5, 2020",0.15693488180632467
Chile,CHL,"Mar 6, 2020",0.20924650907509956
Chile,CHL,"Mar 7, 2020",0.2615581363438744
Chile,CHL,"Mar 9, 2020",0.5231162726877489
Chile,CHL,"Mar 10, 2020",0.6800511544940735
Chile,CHL,"Mar 11, 2020",0.8892976635691731
Chile,CHL,"Mar 12, 2020",1.2031674271818225
Chile,CHL,"Mar 13, 2020",1.7262836998695712
Chile,CHL,"Mar 14, 2020",2.2493999725573204
Chile,CHL,"Mar 15, 2020",3.191009263395268
Chile,CHL,"Mar 16, 2020",3.9233720451581164
Chile,CHL,"Mar 17, 2020",8.160613853928883
Chile,CHL,"Mar 18, 2020",10.514637081023752
Chile,CHL,"Mar 19, 2020",12.450167289968423
Chile,CHL,"Mar 20, 2020",17.890576525921013
Chile,CHL,"Mar 21, 2020",22.7032462346483
Chile,CHL,"Mar 22, 2020",28.091343843332115
Chile,CHL,"Mar 23, 2020",33.06094843386573
Chile,CHL,"Mar 24, 2020",39.02447394250606
Chile,CHL,"Mar 25, 2020",48.231320341810445
Chile,CHL,"Mar 26, 2020",59.73987834094092
Chile,CHL,"Mar 27, 2020",68.31898521302
Chile,CHL,"Mar 28, 2020",84.22171990272757
Chile,CHL,"Mar 29, 2020",99.86289645609126
Chile,CHL,"Mar 30, 2020",111.89457072790948
Chile,CHL,"Mar 31, 2020",128.1111751812297
Chile,CHL,"Apr 1, 2020",143.22923546190563
Chile,CHL,"Apr 2, 2020",158.55654225165668
Chile,CHL,"Apr 3, 2020",178.0687792229097
Chile,CHL,"Apr 4, 2020",195.48855110341177
Chile,CHL,"Apr 5, 2020",217.6686810653723
Chile,CHL,"Apr 6, 2020",233.8852855186925
Chile,CHL,"Apr 7, 2020",251.88048529915108
Chile,CHL,"Apr 8, 2020",267.62628510705235
Chile,CHL,"Apr 9, 2020",290.12028483262554
Chile,CHL,"Apr 10, 2020",312.4050380491236
Chile,CHL,"Apr 11, 2020",340.07788887430553
Chile,CHL,"Apr 12, 2020",362.36264209080366
Chile,CHL,"Apr 13, 2020",377.3237674896733
Chile,CHL,"Apr 14, 2020",393.64499519753105
Chile,CHL,"Apr 15, 2020",414.1511530868908
Chile,CHL,"Apr 16, 2020",432.77409239457467
Chile,CHL,"Apr 17, 2020",460.70850135610044
Chile,CHL,"Apr 18, 2020",483.9871754907053
Chile,CHL,"Apr 19, 2020",508.9921333251797
Chile,CHL,"Apr 20, 2020",527.719695887401
Chile,CHL,"Apr 21, 2020",549.6382677130177
Chile,CHL,"Apr 22, 2020",566.6395465753695
Chile,CHL,"Apr 23, 2020",590.9121416280811
Chile,CHL,"Apr 24, 2020",617.904941298769
Chile,CHL,"Apr 25, 2020",643.7468851695438
Chile,CHL,"Apr 26, 2020",672.6229034219075
Chile,CHL,"Apr 27, 2020",697.3663031200381
Chile,CHL,"Apr 28, 2020",722.5805074635875
Chile,CHL,"Apr 29, 2020",751.4565257159512
Chile,CHL,"Apr 30, 2020",778.6585718957142
China,CHN,"Dec 31, 2019",0.01875880916283677
China,CHN,"Jan 1, 2020",0.01875880916283677
China,CHN,"Jan 2, 2020",0.01875880916283677
China,CHN,"Jan 3, 2020",0.03056991122832659
China,CHN,"Jan 4, 2020",0.03056991122832659
China,CHN,"Jan 5, 2020",0.04099147187434702
China,CHN,"Jan 6, 2020",0.04099147187434702
China,CHN,"Jan 7, 2020",0.04099147187434702
China,CHN,"Jan 8, 2020",0.04099147187434702
China,CHN,"Jan 9, 2020",0.04099147187434702
China,CHN,"Jan 10, 2020",0.04099147187434702
China,CHN,"Jan 11, 2020",0.04099147187434702
China,CHN,"Jan 12, 2020",0.04099147187434702
China,CHN,"Jan 13, 2020",0.04099147187434702
China,CHN,"Jan 14, 2020",0.04099147187434702
China,CHN,"Jan 15, 2020",0.04099147187434702
China,CHN,"Jan 16, 2020",0.04099147187434702
China,CHN,"Jan 17, 2020",0.043770554713285795
China,CHN,"Jan 18, 2020",0.055581656778775614
China,CHN,"Jan 19, 2020",0.15007047330269416
China,CHN,"Jan 20, 2020",0.16327111678765338
China,CHN,"Jan 21, 2020",0.26818149395759233
China,CHN,"Jan 22, 2020",0.3654493933204497
China,CHN,"Jan 23, 2020",0.4328421521647151
China,CHN,"Jan 24, 2020",0.6127877659860012
China,CHN,"Jan 25, 2020",0.9191816489790018
China,CHN,"Jan 26, 2020",1.381204170952574
China,CHN,"Jan 27, 2020",1.9279887195137793
China,CHN,"Jan 28, 2020",3.1459217736786997
China,CHN,"Jan 29, 2020",4.164455634149763
China,CHN,"Jan 30, 2020",5.373356669088133
China,CHN,"Jan 31, 2020",6.7490026743628295
China,CHN,"Feb 1, 2020",8.204547311257016
China,CHN,"Feb 2, 2020",10.004003449469876
China,CHN,"Feb 3, 2020",11.95769868524384
China,CHN,"Feb 4, 2020",14.206671472655048
China,CHN,"Feb 5, 2020",16.89682366074779
China,CHN,"Feb 6, 2020",19.486234095928996
China,CHN,"Feb 7, 2020",21.681709538690633
China,CHN,"Feb 8, 2020",24.05643582456382
China,CHN,"Feb 9, 2020",25.86770306484217
China,CHN,"Feb 10, 2020",27.933951155593157
China,CHN,"Feb 11, 2020",29.663930222832548
China,CHN,"Feb 12, 2020",31.072925222174508
China,CHN,"Feb 13, 2020",41.592448538267526
China,CHN,"Feb 14, 2020",44.47991560792492
China,CHN,"Feb 15, 2020",46.243243669231575
China,CHN,"Feb 16, 2020",47.63764848366911
China,CHN,"Feb 17, 2020",49.06331798004471
China,CHN,"Feb 18, 2020",50.37643462144328
China,CHN,"Feb 19, 2020",51.592283363479
China,CHN,"Feb 20, 2020",51.866023023114465
China,CHN,"Feb 21, 2020",52.48506372548808
China,CHN,"Feb 22, 2020",53.05894433172894
China,CHN,"Feb 23, 2020",53.50846098092728
China,CHN,"Feb 24, 2020",53.65992099564945
China,CHN,"Feb 25, 2020",54.017727911162815
China,CHN,"Feb 26, 2020",54.30258390215404
China,CHN,"Feb 27, 2020",54.60758824372758
China,CHN,"Feb 28, 2020",54.83616780723029
China,CHN,"Feb 29, 2020",55.13352967099674
China,CHN,"Mar 1, 2020",55.53232805838445
China,CHN,"Mar 2, 2020",55.67475605388007
China,CHN,"Mar 3, 2020",55.76299193401637
China,CHN,"Mar 4, 2020",55.8456696484748
China,CHN,"Mar 5, 2020",55.92695782151376
China,CHN,"Mar 6, 2020",56.04506884216866
China,CHN,"Mar 7, 2020",56.11524068385186
China,CHN,"Mar 8, 2020",56.147200136499656
China,CHN,"Mar 9, 2020",56.17846481843772
China,CHN,"Mar 10, 2020",56.19236023263241
China,CHN,"Mar 11, 2020",56.21250858321472
China,CHN,"Mar 12, 2020",56.229183080248355
China,CHN,"Mar 13, 2020",56.24446803586252
China,CHN,"Mar 14, 2020",56.257668679347475
China,CHN,"Mar 15, 2020",56.27295363496164
China,CHN,"Mar 16, 2020",56.29032290270501
China,CHN,"Mar 17, 2020",56.3201980432236
China,CHN,"Mar 18, 2020",56.3361777695475
China,CHN,"Mar 19, 2020",56.36674768077582
China,CHN,"Mar 20, 2020",56.43552998103956
China,CHN,"Mar 21, 2020",56.47165805794576
China,CHN,"Mar 22, 2020",56.516818154078514
China,CHN,"Mar 23, 2020",56.612696512021905
China,CHN,"Mar 24, 2020",56.660635690993594
China,CHN,"Mar 25, 2020",56.7148278063529
China,CHN,"Mar 26, 2020",56.78569441874584
China,CHN,"Mar 27, 2020",56.851002865460906
China,CHN,"Mar 28, 2020",56.93368057991933
China,CHN,"Mar 29, 2020",57.012189670119355
China,CHN,"Mar 30, 2020",57.080277199673354
China,CHN,"Mar 31, 2020",57.138637939291065
China,CHN,"Apr 1, 2020",57.17615555761674
China,CHN,"Apr 2, 2020",57.24563262859021
China,CHN,"Apr 3, 2020",57.29426657827164
China,CHN,"Apr 4, 2020",57.33734236227519
China,CHN,"Apr 5, 2020",57.370691356342455
China,CHN,"Apr 6, 2020",57.41724099389468
China,CHN,"Apr 7, 2020",57.45614815363982
China,CHN,"Apr 8, 2020",57.515898434677005
China,CHN,"Apr 9, 2020",57.57564871571419
China,CHN,"Apr 10, 2020",57.613861104749596
China,CHN,"Apr 11, 2020",57.66874799081864
China,CHN,"Apr 12, 2020",57.73336166682397
China,CHN,"Apr 13, 2020",57.811175986314254
China,CHN,"Apr 14, 2020",57.87648443302931
China,CHN,"Apr 15, 2020",57.910528197806315
China,CHN,"Apr 16, 2020",57.945266733293046
China,CHN,"Apr 17, 2020",58.189826023119664
China,CHN,"Apr 18, 2020",58.21136391512144
China,CHN,"Apr 19, 2020",58.22386978789666
China,CHN,"Apr 20, 2020",58.23359657783295
China,CHN,"Apr 21, 2020",58.25582924054446
China,CHN,"Apr 22, 2020",58.26625080119048
China,CHN,"Apr 23, 2020",58.2745880497073
China,CHN,"Apr 24, 2020",58.28014621538517
China,CHN,"Apr 25, 2020",58.29056777603119
China,CHN,"Apr 26, 2020",58.29751548312854
China,CHN,"Apr 27, 2020",58.29959979525774
China,CHN,"Apr 28, 2020",58.317663833710846
China,CHN,"Apr 29, 2020",58.319053375130316
China,CHN,"Apr 30, 2020",58.32183245796925
Colombia,COL,"Mar 7, 2020",0.01965297407277465
Colombia,COL,"Mar 10, 2020",0.058958922218323946
Colombia,COL,"Mar 12, 2020",0.17687676665497185
Colombia,COL,"Mar 14, 2020",0.3144475851643944
Colombia,COL,"Mar 15, 2020",0.668201118474338
Colombia,COL,"Mar 16, 2020",0.8843838332748593
Colombia,COL,"Mar 17, 2020",1.120219522148155
Colombia,COL,"Mar 18, 2020",1.2774433147303523
Colombia,COL,"Mar 19, 2020",2.004603355423014
Colombia,COL,"Mar 20, 2020",2.5155806813151553
Colombia,COL,"Mar 21, 2020",3.105169903498395
Colombia,COL,"Mar 22, 2020",4.127124555282676
Colombia,COL,"Mar 23, 2020",4.618448907102042
Colombia,COL,"Mar 24, 2020",6.013810066269043
Colombia,COL,"Mar 25, 2020",7.428824199508818
Colombia,COL,"Mar 26, 2020",9.236897814204085
Colombia,COL,"Mar 27, 2020",9.649610269732353
Colombia,COL,"Mar 28, 2020",10.592953025225537
Colombia,COL,"Mar 29, 2020",11.949008236246987
Colombia,COL,"Mar 30, 2020",13.796387799087803
Colombia,COL,"Mar 31, 2020",15.683073310074171
Colombia,COL,"Apr 1, 2020",17.805594509933833
Colombia,COL,"Apr 2, 2020",20.930417387505003
Colombia,COL,"Apr 3, 2020",22.817102898491367
Colombia,COL,"Apr 4, 2020",24.900318150205482
Colombia,COL,"Apr 5, 2020",27.632081546321157
Colombia,COL,"Apr 6, 2020",29.184666498070357
Colombia,COL,"Apr 7, 2020",31.03204606091117
Colombia,COL,"Apr 8, 2020",34.98229384953888
Colombia,COL,"Apr 9, 2020",40.36720874547913
Colombia,COL,"Apr 10, 2020",43.68856136377805
Colombia,COL,"Apr 11, 2020",48.60180488197171
Colombia,COL,"Apr 12, 2020",53.23990676314653
Colombia,COL,"Apr 13, 2020",54.55665602602243
Colombia,COL,"Apr 14, 2020",56.0502820555533
Colombia,COL,"Apr 15, 2020",58.546209762795684
Colombia,COL,"Apr 16, 2020",61.02248449596529
Colombia,COL,"Apr 17, 2020",63.538065177280444
Colombia,COL,"Apr 18, 2020",67.58657783627201
Colombia,COL,"Apr 19, 2020",71.16341911751701
Colombia,COL,"Apr 20, 2020",74.52407768396147
Colombia,COL,"Apr 21, 2020",78.15987788742478
Colombia,COL,"Apr 22, 2020",81.54018942794202
Colombia,COL,"Apr 23, 2020",85.60835506100638
Colombia,COL,"Apr 24, 2020",89.63721474592518
Colombia,COL,"Apr 25, 2020",95.92616644921307
Colombia,COL,"Apr 26, 2020",101.05559268220725
Colombia,COL,"Apr 27, 2020",105.71334753745484
Colombia,COL,"Apr 28, 2020",109.99769588531971
Colombia,COL,"Apr 29, 2020",116.9155427589364
Colombia,COL,"Apr 30, 2020",122.06462196600334
Congo,COG,"Mar 16, 2020",0.18122206008888578
Congo,COG,"Mar 17, 2020",0.18122206008888578
Congo,COG,"Mar 18, 2020",0.18122206008888578
Congo,COG,"Mar 19, 2020",0.5436661802666574
Congo,COG,"Mar 20, 2020",0.5436661802666574
Congo,COG,"Mar 21, 2020",0.5436661802666574
Congo,COG,"Mar 22, 2020",0.7248882403555431
Congo,COG,"Mar 23, 2020",0.7248882403555431
Congo,COG,"Mar 24, 2020",0.7248882403555431
Congo,COG,"Mar 25, 2020",0.7248882403555431
Congo,COG,"Mar 26, 2020",0.7248882403555431
Congo,COG,"Mar 27, 2020",0.7248882403555431
Congo,COG,"Mar 28, 2020",0.7248882403555431
Congo,COG,"Mar 29, 2020",3.44321914168883
Congo,COG,"Mar 30, 2020",3.44321914168883
Congo,COG,"Mar 31, 2020",3.44321914168883
Congo,COG,"Apr 1, 2020",3.986885321955487
Congo,COG,"Apr 2, 2020",3.986885321955487
Congo,COG,"Apr 3, 2020",7.430104463644318
Congo,COG,"Apr 4, 2020",7.430104463644318
Congo,COG,"Apr 5, 2020",8.154992703999861
Congo,COG,"Apr 6, 2020",8.154992703999861
Congo,COG,"Apr 7, 2020",8.154992703999861
Congo,COG,"Apr 8, 2020",8.154992703999861
Congo,COG,"Apr 9, 2020",10.873323605333148
Congo,COG,"Apr 10, 2020",10.873323605333148
Congo,COG,"Apr 11, 2020",10.873323605333148
Congo,COG,"Apr 12, 2020",10.873323605333148
Congo,COG,"Apr 13, 2020",12.685544206222005
Congo,COG,"Apr 14, 2020",12.685544206222005
Congo,COG,"Apr 15, 2020",13.410432446577548
Congo,COG,"Apr 16, 2020",21.202981030399638
Congo,COG,"Apr 17, 2020",21.202981030399638
Congo,COG,"Apr 18, 2020",25.91475459271067
Congo,COG,"Apr 19, 2020",25.91475459271067
Congo,COG,"Apr 20, 2020",28.995529614221727
Congo,COG,"Apr 21, 2020",28.995529614221727
Congo,COG,"Apr 22, 2020",29.901639914666156
Congo,COG,"Apr 23, 2020",33.707303176532754
Congo,COG,"Apr 24, 2020",33.707303176532754
Congo,COG,"Apr 25, 2020",36.24441201777716
Congo,COG,"Apr 26, 2020",36.24441201777716
Congo,COG,"Apr 27, 2020",36.24441201777716
Congo,COG,"Apr 28, 2020",37.51296643839936
Congo,COG,"Apr 29, 2020",37.51296643839936
Congo,COG,"Apr 30, 2020",39.86885321955487
Costa Rica,CRI,"Mar 7, 2020",0.1963049904262056
Costa Rica,CRI,"Mar 9, 2020",0.9815249521310281
Costa Rica,CRI,"Mar 10, 2020",1.7667449138358504
Costa Rica,CRI,"Mar 11, 2020",2.5519648755406728
Costa Rica,CRI,"Mar 12, 2020",4.318709789376523
Costa Rica,CRI,"Mar 13, 2020",4.515014779802729
Costa Rica,CRI,"Mar 14, 2020",5.1039297510813455
Costa Rica,CRI,"Mar 15, 2020",5.300234741507551
Costa Rica,CRI,"Mar 16, 2020",6.870674664917196
Costa Rica,CRI,"Mar 17, 2020",8.04850460747443
Costa Rica,CRI,"Mar 18, 2020",9.81524952131028
Costa Rica,CRI,"Mar 19, 2020",13.545044339408188
Costa Rica,CRI,"Mar 20, 2020",17.078534167079887
Costa Rica,CRI,"Mar 21, 2020",22.182463918161233
Costa Rica,CRI,"Mar 22, 2020",22.967683879866055
Costa Rica,CRI,"Mar 23, 2020",26.30486871711155
Costa Rica,CRI,"Mar 24, 2020",31.016188487340486
Costa Rica,CRI,"Mar 25, 2020",34.74598330543839
Costa Rica,CRI,"Mar 26, 2020",39.457303075667326
Costa Rica,CRI,"Mar 27, 2020",45.3464527884535
Costa Rica,CRI,"Mar 28, 2020",51.628212482092074
Costa Rica,CRI,"Mar 29, 2020",57.90997217573065
Costa Rica,CRI,"Mar 30, 2020",61.63976699382856
Costa Rica,CRI,"Mar 31, 2020",64.78064684064785
Costa Rica,CRI,"Apr 1, 2020",68.11783167789335
Costa Rica,CRI,"Apr 2, 2020",73.6143714098271
Costa Rica,CRI,"Apr 3, 2020",77.73677620877741
Costa Rica,CRI,"Apr 4, 2020",81.66287601730153
Costa Rica,CRI,"Apr 5, 2020",85.39267083539944
Costa Rica,CRI,"Apr 6, 2020",89.12246565349734
Costa Rica,CRI,"Apr 7, 2020",91.67443052903802
Costa Rica,CRI,"Apr 8, 2020",94.81531037585731
Costa Rica,CRI,"Apr 9, 2020",98.54510519395521
Costa Rica,CRI,"Apr 10, 2020",105.80838983972482
Costa Rica,CRI,"Apr 11, 2020",109.53818465782273
Costa Rica,CRI,"Apr 12, 2020",113.26797947592064
Costa Rica,CRI,"Apr 13, 2020",116.80146930359234
Costa Rica,CRI,"Apr 14, 2020",120.13865414083783
Costa Rica,CRI,"Apr 15, 2020",121.31648408339507
Costa Rica,CRI,"Apr 16, 2020",122.8869240068047
Costa Rica,CRI,"Apr 17, 2020",126.027803853624
Costa Rica,CRI,"Apr 18, 2020",127.40193878660745
Costa Rica,CRI,"Apr 19, 2020",128.57976872916467
Costa Rica,CRI,"Apr 20, 2020",129.5612936812957
Costa Rica,CRI,"Apr 21, 2020",129.95390366214812
Costa Rica,CRI,"Apr 22, 2020",131.32803859513155
Costa Rica,CRI,"Apr 23, 2020",133.68369848024602
Costa Rica,CRI,"Apr 24, 2020",134.86152842280325
Costa Rica,CRI,"Apr 25, 2020",134.86152842280325
Costa Rica,CRI,"Apr 26, 2020",136.0393583653605
Costa Rica,CRI,"Apr 27, 2020",136.4319683462129
Costa Rica,CRI,"Apr 28, 2020",136.8245783270653
Costa Rica,CRI,"Apr 29, 2020",138.39501825047495
Costa Rica,CRI,"Apr 30, 2020",139.9654581738846
Cote d'Ivoire,CIV,"Mar 12, 2020",0.03790998463697873
Cote d'Ivoire,CIV,"Mar 15, 2020",0.1516399385479149
Cote d'Ivoire,CIV,"Mar 16, 2020",0.1516399385479149
Cote d'Ivoire,CIV,"Mar 17, 2020",0.18954992318489364
Cote d'Ivoire,CIV,"Mar 18, 2020",0.18954992318489364
Cote d'Ivoire,CIV,"Mar 19, 2020",0.22745990782187236
Cote d'Ivoire,CIV,"Mar 20, 2020",0.3411898617328086
Cote d'Ivoire,CIV,"Mar 21, 2020",0.5307397849177022
Cote d'Ivoire,CIV,"Mar 22, 2020",0.6444697388286383
Cote d'Ivoire,CIV,"Mar 23, 2020",0.9477496159244682
Cote d'Ivoire,CIV,"Mar 24, 2020",0.9477496159244682
Cote d'Ivoire,CIV,"Mar 25, 2020",2.767428878499447
Cote d'Ivoire,CIV,"Mar 26, 2020",3.032798770958298
Cote d'Ivoire,CIV,"Mar 27, 2020",3.639358525149958
Cote d'Ivoire,CIV,"Mar 28, 2020",3.8289084483348517
Cote d'Ivoire,CIV,"Mar 29, 2020",5.307397849177022
Cote d'Ivoire,CIV,"Mar 30, 2020",6.25514746510149
Cote d'Ivoire,CIV,"Mar 31, 2020",6.368877419012426
Cote d'Ivoire,CIV,"Apr 1, 2020",6.368877419012426
Cote d'Ivoire,CIV,"Apr 2, 2020",7.2028970810259585
Cote d'Ivoire,CIV,"Apr 3, 2020",7.354537019573873
Cote d'Ivoire,CIV,"Apr 4, 2020",8.264376650861363
Cote d'Ivoire,CIV,"Apr 5, 2020",9.287946236059788
Cote d'Ivoire,CIV,"Apr 6, 2020",9.894505990251448
Cote d'Ivoire,CIV,"Apr 7, 2020",12.24492503774413
Cote d'Ivoire,CIV,"Apr 8, 2020",13.230584638305576
Cote d'Ivoire,CIV,"Apr 9, 2020",14.557434100599831
Cote d'Ivoire,CIV,"Apr 10, 2020",16.832033178818556
Cote d'Ivoire,CIV,"Apr 11, 2020",18.19679262574979
Cote d'Ivoire,CIV,"Apr 12, 2020",20.20602181150966
Cote d'Ivoire,CIV,"Apr 13, 2020",21.76033118162579
Cote d'Ivoire,CIV,"Apr 14, 2020",23.731650382748683
Cote d'Ivoire,CIV,"Apr 15, 2020",23.731650382748683
Cote d'Ivoire,CIV,"Apr 16, 2020",24.79312995258409
Cote d'Ivoire,CIV,"Apr 17, 2020",26.082069430241365
Cote d'Ivoire,CIV,"Apr 18, 2020",28.129208600638215
Cote d'Ivoire,CIV,"Apr 19, 2020",30.36589769421996
Cote d'Ivoire,CIV,"Apr 20, 2020",32.10975698752098
Cote d'Ivoire,CIV,"Apr 21, 2020",33.3228764959043
Cote d'Ivoire,CIV,"Apr 22, 2020",34.72554592747252
Cote d'Ivoire,CIV,"Apr 23, 2020",36.09030537440375
Cote d'Ivoire,CIV,"Apr 24, 2020",38.06162457552664
Cote d'Ivoire,CIV,"Apr 25, 2020",40.82905345402609
Cote d'Ivoire,CIV,"Apr 26, 2020",42.11799293168337
Cote d'Ivoire,CIV,"Apr 27, 2020",43.59648233252554
Cote d'Ivoire,CIV,"Apr 28, 2020",44.12722211744324
Cote d'Ivoire,CIV,"Apr 29, 2020",44.84751182554584
Cote d'Ivoire,CIV,"Apr 30, 2020",46.932560980579666
Croatia,HRV,"Feb 26, 2020",0.24358945627910286
Croatia,HRV,"Feb 27, 2020",0.4871789125582057
Croatia,HRV,"Feb 28, 2020",0.7307683688373086
Croatia,HRV,"Feb 29, 2020",1.2179472813955143
Croatia,HRV,"Mar 1, 2020",1.2179472813955143
Croatia,HRV,"Mar 2, 2020",1.7051261939537201
Croatia,HRV,"Mar 3, 2020",1.948715650232823
Croatia,HRV,"Mar 4, 2020",2.1923051065119257
Croatia,HRV,"Mar 6, 2020",2.4358945627910287
Croatia,HRV,"Mar 7, 2020",2.6794840190701317
Croatia,HRV,"Mar 8, 2020",2.9230734753492342
Croatia,HRV,"Mar 11, 2020",3.1666629316283372
Croatia,HRV,"Mar 12, 2020",3.897431300465646
Croatia,HRV,"Mar 13, 2020",6.089736406977572
Croatia,HRV,"Mar 14, 2020",7.551273144652189
Croatia,HRV,"Mar 15, 2020",9.012809882326806
Croatia,HRV,"Mar 16, 2020",11.692293901396937
Croatia,HRV,"Mar 17, 2020",13.641009551629761
Croatia,HRV,"Mar 18, 2020",16.8076724832581
Croatia,HRV,"Mar 19, 2020",19.730745958607333
Croatia,HRV,"Mar 20, 2020",25.333303453026698
Croatia,HRV,"Mar 21, 2020",30.692271491166963
Croatia,HRV,"Mar 22, 2020",50.17942799349519
Croatia,HRV,"Mar 23, 2020",57.243522225589174
Croatia,HRV,"Mar 24, 2020",74.53837362140548
Croatia,HRV,"Mar 25, 2020",93.0511722986173
Croatia,HRV,"Mar 26, 2020",101.820392724665
Croatia,HRV,"Mar 27, 2020",120.57678085815591
Croatia,HRV,"Mar 28, 2020",142.7434213795543
Croatia,HRV,"Mar 29, 2020",160.0382727753706
Croatia,HRV,"Mar 30, 2020",173.67928232700035
Croatia,HRV,"Mar 31, 2020",192.43567046049125
Croatia,HRV,"Apr 1, 2020",211.19205859398218
Croatia,HRV,"Apr 2, 2020",234.57664639677606
Croatia,HRV,"Apr 3, 2020",246.268940298173
Croatia,HRV,"Apr 4, 2020",262.833023325152
Croatia,HRV,"Apr 5, 2020",274.2817277702698
Croatia,HRV,"Apr 6, 2020",287.9227373218996
Croatia,HRV,"Apr 7, 2020",297.6663155730637
Croatia,HRV,"Apr 8, 2020",312.28168294980986
Croatia,HRV,"Apr 9, 2020",327.14063978283514
Croatia,HRV,"Apr 10, 2020",342.73036498469776
Croatia,HRV,"Apr 11, 2020",364.1662371372588
Croatia,HRV,"Apr 12, 2020",373.6662259321438
Croatia,HRV,"Apr 13, 2020",389.7431300465646
Croatia,HRV,"Apr 14, 2020",401.92260286051976
